Wtorek,14,Lipiec,2026,07:58:14:00009-VCID:5FCD167BDD3D95711C-4B18,Wersja VCDS: AKP 21.9.0,Wersja danych: 20211210 DS330.0
074 906 018 AK,,2.5l R5 EDC 0000SG  3905,

,Grupa A:,'003,,,,Grupa B:,'008,,,,Grupa C:,'011
,,Obroty silnika,Iloœæ powietrza/Obr.,Iloœæ powietrza/Obr.,Cykl pracy,,Obroty silnika,Dawka paliwa,Dawka paliwa,Dawka paliwa,,Obroty silnika,Ciœnienie rzecz.,Ciœnienie rzecz.,Cykl pracy
,668.19,755,285.0,445.0,94.4,667.55,775,0.2,25.6,24.8,667.87,775,1081.2,999.6,12.8
,669.15,938,420.0,475.0,93.2,668.51,959,9.2,24.8,25.4,668.83,918,1111.8,1009.8,12.8
,670.11,877,600.0,455.0,4.8,669.47,1000,11.4,24.8,24.8,669.79,877,1122.0,1020.0,12.8
,671.07,1550,515.0,485.0,4.8,670.43,1102,15.8,24.4,24.6,670.75,1306,1336.2,1030.2,12.8
,672.03,2122,405.0,535.0,32.7,671.39,1795,18.6,36.8,27.8,671.71,1958,1540.2,1101.6,12.8
,672.99,1163,300.0,495.0,94.4,672.35,1958,0.2,42.4,29.6,672.67,1408,1152.6,1152.6,13.1
,673.95,1326,435.0,505.0,94.4,673.31,1183,10.6,24.2,26.8,673.63,1244,1285.2,1081.2,12.8
,674.91,1550,490.0,530.0,94.4,674.27,1408,13.4,28.2,27.4,674.59,1489,1397.4,1081.2,12.8
,675.88,1714,315.0,530.0,94.4,675.23,1632,14.0,34.0,28.8,675.55,1673,1366.8,1122.0,12.8
,676.83,1754,310.0,525.0,94.4,676.19,1734,8.0,36.0,28.4,676.51,1754,1377.0,1111.8,12.8
,677.79,1836,365.0,515.0,94.4,677.15,1775,7.6,36.8,28.2,677.47,1754,1377.0,1111.8,12.8
,678.77,1877,350.0,530.0,94.4,678.11,1816,10.6,37.6,29.0,678.43,1877,1438.2,1122.0,12.8
,679.73,1918,345.0,540.0,94.4,679.09,1877,8.8,39.4,28.8,679.41,1877,1417.8,1132.2,12.8
,680.69,1938,310.0,540.0,94.4,680.06,1918,9.4,40.8,29.0,680.37,1938,1438.2,1142.4,12.8
,681.65,1938,290.0,540.0,94.4,681.01,1938,7.6,41.4,29.0,681.33,1958,1428.0,1142.4,12.8
,682.61,1918,275.0,525.0,94.4,681.97,1938,5.6,41.8,28.8,682.29,1897,1397.4,1132.2,12.8
,683.57,1856,275.0,520.0,94.4,682.93,1897,5.2,40.2,28.2,683.25,1877,1387.2,1111.8,12.8
,684.53,1795,285.0,515.0,94.4,683.89,1836,5.0,38.2,28.4,684.21,1816,1377.0,1091.4,12.8
,685.49,1775,330.0,515.0,94.4,684.85,1795,6.8,37.2,28.2,685.17,1775,1387.2,1101.6,12.8
,686.45,1918,465.0,540.0,94.4,685.81,1816,11.8,37.4,28.8,686.13,1856,1509.6,1122.0,12.8
,687.41,2183,525.0,615.0,94.4,686.77,1979,21.0,43.2,30.0,687.09,2081,1815.6,1224.0,12.8
,688.37,2448,465.0,660.0,94.4,687.73,2285,21.2,45.0,34.0,688.05,2366,1805.4,1387.2,12.8
,689.33,1448,265.0,565.0,94.4,688.69,2468,7.6,46.6,34.2,689.01,1979,1264.8,1315.8,15.5
,690.29,1530,285.0,520.0,94.4,689.65,1550,5.4,32.4,29.0,689.97,1550,1315.8,1122.0,12.8
,691.27,1530,290.0,505.0,94.4,690.63,1550,6.8,32.6,28.2,690.95,1530,1315.8,1081.2,12.8
,692.23,1224,260.0,520.0,94.4,691.59,1550,7.6,32.0,28.0,691.91,1489,1173.0,1071.0,12.8
,693.19,775,270.0,460.0,94.4,692.55,877,0.2,25.2,25.4,692.87,816,1081.2,1050.6,12.8
,694.15,775,270.0,455.0,94.4,693.51,755,0.2,25.6,24.8,693.83,755,1081.2,1020.0,12.8
,695.11,775,275.0,445.0,94.4,694.47,775,0.2,25.6,25.0,694.79,775,1081.2,1009.8,12.8
,696.07,898,280.0,470.0,94.4,695.43,775,0.2,25.6,24.8,695.75,775,1071.0,1009.8,12.8
,697.03,836,590.0,455.0,4.8,696.39,877,9.8,25.2,25.2,696.71,877,1122.0,1009.8,12.8
,697.99,1081,620.0,485.0,4.8,697.35,898,16.0,25.2,24.2,697.67,979,1142.4,1020.0,12.8
,698.95,1408,570.0,505.0,4.8,698.31,1183,22.4,24.2,25.4,698.63,1306,1377.0,1050.6,12.8
,699.91,1714,505.0,540.0,6.8,699.27,1510,21.2,31.4,28.4,699.59,1612,1540.2,1122.0,12.8
,700.87,1958,470.0,580.0,35.5,700.23,1816,18.4,37.2,29.8,700.55,1897,1601.4,1203.6,12.8
,701.85,2244,505.0,645.0,71.3,701.21,2081,21.0,43.8,31.2,701.53,2162,1795.2,1295.4,12.8
,702.81,1183,260.0,550.0,94.4,702.17,2203,5.0,44.4,32.8,702.49,1673,1203.6,1275.0,16.3
,703.77,1469,420.0,530.0,94.4,703.13,1510,10.4,31.8,28.4,703.45,1448,1336.2,1122.0,12.8
,704.73,1530,410.0,530.0,94.4,704.09,1489,13.2,31.0,29.0,704.41,1510,1356.6,1111.8,12.8
,705.69,1591,390.0,520.0,94.4,705.05,1550,12.8,32.4,29.0,705.37,1571,1346.4,1122.0,12.8
,706.65,1714,850.0,570.0,4.8,706.01,1612,22.8,33.8,28.8,706.33,1652,1805.4,1142.4,12.8
,707.61,1938,850.0,670.0,4.8,706.97,1775,48.8,36.8,32.0,707.29,1856,1978.8,1336.2,12.8
,708.57,2162,845.0,775.0,4.8,707.93,1999,48.8,43.2,37.2,708.25,2081,1978.8,1560.6,12.8
,709.53,2407,850.0,855.0,4.8,708.89,2264,46.8,44.8,40.6,709.21,2326,1978.8,1754.4,12.8
,710.49,2672,850.0,865.0,4.8,709.85,2509,49.2,46.8,42.0,710.17,2591,1978.8,1917.6,12.8
,711.45,2917,850.0,855.0,4.8,710.81,2754,49.8,46.8,41.8,711.13,2836,1978.8,1999.2,14.7
,712.40,2958,390.0,695.0,81.7,711.77,2978,49.8,46.8,41.6,712.09,2978,1468.8,1968.6,38.3
,713.36,2244,285.0,590.0,94.4,712.73,2958,0.2,46.8,31.8,713.05,2897,1387.2,1315.8,47.0
,714.33,877,260.0,470.0,94.4,713.69,1652,0.2,34.6,30.8,714.00,1163,1101.6,1183.2,51.0
,715.28,775,265.0,460.0,94.4,714.64,816,0.2,25.4,25.6,714.96,775,1071.0,1071.0,53.8
,716.24,775,270.0,440.0,94.4,715.61,775,0.2,25.6,25.0,715.92,775,1071.0,1030.2,49.4
,717.21,775,270.0,440.0,94.4,716.56,775,0.2,25.6,24.2,716.88,775,1071.0,1009.8,43.8
,718.16,775,270.0,435.0,94.4,717.52,755,0.2,25.6,24.0,717.84,775,1071.0,1009.8,37.1
,719.12,755,275.0,445.0,94.4,718.48,775,0.2,25.6,24.8,718.80,775,1071.0,1009.8,30.3
,720.08,755,275.0,440.0,94.4,719.45,755,0.2,25.6,24.8,719.76,755,1081.2,1009.8,22.7
,721.04,755,275.0,455.0,94.4,720.40,755,0.2,25.6,24.0,720.72,755,1081.2,999.6,14.7
,722.00,755,270.0,440.0,94.4,721.36,755,0.2,25.6,24.2,721.68,755,1081.2,1009.8,12.8
,722.96,755,275.0,445.0,94.4,722.32,755,0.2,25.6,24.4,722.64,755,1081.2,999.6,12.8
,723.92,775,275.0,450.0,94.4,723.28,755,0.2,25.6,24.4,723.60,775,1081.2,999.6,12.8
,724.88,775,275.0,440.0,94.4,724.24,775,0.2,25.6,24.8,724.56,775,1081.2,999.6,12.8
,725.84,775,275.0,445.0,94.4,725.20,775,0.2,25.6,24.4,725.52,775,1081.2,1009.8,12.8
,726.80,775,275.0,455.0,94.4,726.16,775,0.2,25.6,24.8,726.48,775,1081.2,1009.8,12.8
,727.76,775,275.0,450.0,94.4,727.12,775,0.2,25.6,24.6,727.44,775,1081.2,1009.8,12.8
,728.72,775,275.0,435.0,94.4,728.08,775,0.2,25.6,24.8,728.40,775,1081.2,999.6,12.8
,729.68,775,275.0,445.0,94.4,729.04,775,0.2,25.6,24.4,729.36,775,1071.0,1009.8,12.8
,730.64,775,270.0,450.0,94.4,730.00,775,0.2,25.6,24.6,730.32,775,1081.2,1009.8,12.8
,731.60,775,275.0,450.0,94.4,730.96,775,0.2,25.6,24.4,731.29,775,1081.2,999.6,12.8
,732.56,775,275.0,445.0,94.4,731.92,775,0.2,25.6,24.8,732.25,775,1081.2,1009.8,12.8
,733.52,775,275.0,435.0,94.4,732.88,775,0.2,25.6,24.2,733.20,775,1081.2,1009.8,12.8
,734.48,775,275.0,450.0,94.4,733.84,775,0.2,25.6,24.2,734.16,775,1081.2,999.6,12.8
,735.44,775,275.0,455.0,94.4,734.80,775,0.2,25.6,24.2,735.12,775,1081.2,999.6,12.8
,736.40,775,275.0,440.0,94.4,735.76,775,0.2,25.6,24.6,736.08,775,1081.2,1009.8,12.8
,737.36,775,275.0,440.0,94.4,736.72,775,0.2,25.6,25.0,737.04,775,1081.2,1009.8,12.8
,738.32,775,275.0,445.0,94.4,737.68,775,0.2,25.6,24.6,738.00,775,1081.2,1009.8,12.8
,739.28,775,275.0,450.0,94.4,738.64,775,0.2,25.6,24.8,738.96,775,1081.2,999.6,12.8
,740.25,775,275.0,455.0,94.4,739.60,775,0.2,25.6,25.0,739.92,775,1081.2,1009.8,12.8
,741.20,775,275.0,440.0,94.4,740.56,775,0.2,25.6,24.2,740.88,775,1081.2,1009.8,12.8
,742.16,775,275.0,445.0,94.4,741.52,775,0.2,25.6,24.4,741.84,775,1081.2,1009.8,12.8
,743.12,877,580.0,440.0,4.8,742.48,775,0.2,25.6,25.0,742.80,1000,1111.8,999.6,12.8
,744.08,1000,495.0,475.0,4.8,743.44,979,15.2,25.0,25.0,743.76,938,1132.2,1020.0,12.8
,745.04,1652,505.0,485.0,4.8,744.40,1224,17.0,24.0,24.4,744.72,1408,1377.0,1040.4,12.8
,746.00,2224,345.0,565.0,24.3,745.36,1877,18.2,39.0,27.8,745.68,2081,1662.6,1132.2,12.8
,746.96,1183,320.0,520.0,94.4,746.32,1999,0.2,43.6,30.0,746.64,1448,1234.2,1173.0,13.5
,747.92,1285,410.0,490.0,94.4,747.28,1224,11.0,24.0,26.4,747.60,1265,1275.0,1091.4,12.8
,748.88,1428,425.0,500.0,94.4,748.24,1326,12.6,26.4,26.4,748.56,1367,1305.6,1081.2,12.8
,749.84,1632,480.0,525.0,94.4,749.20,1489,14.6,30.8,28.2,749.52,1550,1428.0,1101.6,12.8
,750.80,1877,470.0,540.0,94.4,750.16,1714,16.8,35.8,28.8,750.48,1795,1530.0,1152.6,12.8
,751.76,2081,435.0,575.0,94.4,751.12,1958,16.0,42.2,30.0,751.44,2020,1601.4,1213.8,12.8
,752.72,2224,390.0,580.0,94.4,752.08,2142,13.2,44.0,30.6,752.40,2183,1581.0,1254.6,12.8
,753.68,2305,385.0,585.0,94.4,753.04,2244,11.2,44.8,30.6,753.36,2285,1570.8,1254.6,12.8
,754.64,2346,335.0,580.0,94.4,754.00,2326,11.2,45.4,31.0,754.32,2346,1540.2,1264.8,12.8
,755.60,2366,320.0,575.0,94.4,754.96,2366,8.2,45.8,30.4,755.28,2366,1519.8,1244.4,12.8
,756.56,2366,310.0,575.0,94.4,755.92,2366,7.4,45.8,30.2,756.24,2366,1509.6,1244.4,12.8
,757.52,2346,310.0,560.0,94.4,756.88,2366,6.6,45.6,29.8,757.20,2366,1499.4,1224.0,12.8
,758.48,2305,305.0,565.0,94.4,757.84,2326,6.6,45.4,30.0,758.16,2326,1499.4,1213.8,12.8
,759.44,2305,305.0,565.0,94.4,758.80,2305,6.6,45.4,29.6,759.12,2305,1489.2,1203.6,12.8
,760.40,2264,300.0,555.0,94.4,759.76,2285,6.4,45.2,29.6,760.08,2285,1479.0,1203.6,12.8
,761.36,2244,295.0,550.0,94.4,760.72,2264,5.8,45.0,29.4,761.04,2244,1468.8,1193.4,12.8
,762.32,2122,275.0,525.0,94.4,761.68,2224,4.8,44.6,29.6,762.00,2162,1295.4,1173.0,12.8
,763.28,1938,265.0,515.0,94.4,762.64,2060,0.2,43.8,28.2,762.96,1999,1264.8,1122.0,12.8
,764.24,1795,265.0,510.0,94.4,763.60,1897,0.2,40.4,28.0,763.92,1836,1244.4,1091.4,12.8
,765.20,1632,260.0,500.0,94.4,764.56,1734,0.2,36.2,28.0,764.88,1673,1203.6,1081.2,12.8
,766.16,836,285.0,490.0,94.4,765.52,1550,0.2,32.8,27.8,765.84,1081,1091.4,1071.0,13.1
,767.12,775,270.0,460.0,94.4,766.48,816,0.2,25.4,25.4,766.80,775,1071.0,1040.4,12.8
,768.08,775,275.0,455.0,94.4,767.44,775,0.2,25.6,24.8,767.76,775,1071.0,1020.0,12.8
,769.04,775,275.0,455.0,94.4,768.40,775,0.2,25.6,25.0,768.72,775,1081.2,1009.8,12.8
,770.00,775,275.0,450.0,94.4,769.36,775,0.2,25.6,24.8,769.67,775,1081.2,1009.8,12.8
,770.96,775,275.0,440.0,94.4,770.32,775,0.2,25.6,24.6,770.64,775,1081.2,1009.8,12.8
,771.92,775,275.0,445.0,94.4,771.28,775,0.2,25.6,24.2,771.60,775,1081.2,1009.8,12.8
,772.88,775,275.0,445.0,94.4,772.24,775,0.2,25.6,24.8,772.56,775,1081.2,1009.8,12.8
,773.84,775,275.0,440.0,94.4,773.20,775,0.2,25.6,25.0,773.52,775,1081.2,1009.8,12.8
,774.80,775,270.0,450.0,94.4,774.16,775,0.2,25.6,24.8,774.48,775,1081.2,999.6,12.8
,775.76,775,275.0,455.0,94.4,775.12,775,0.2,25.6,24.6,775.44,775,1081.2,1009.8,12.8
,776.72,734,290.0,450.0,94.4,776.08,775,0.2,25.6,24.8,776.40,775,1081.2,1009.8,12.8
,777.68,775,310.0,450.0,94.4,777.04,755,0.6,25.6,25.2,777.35,755,1081.2,1009.8,12.8
,778.64,816,375.0,465.0,94.4,778.00,857,5.0,25.4,24.8,778.32,836,1101.6,1009.8,12.8
,779.60,816,350.0,445.0,94.4,778.96,816,4.6,25.4,24.8,779.28,796,1091.4,1020.0,12.8
,780.56,1183,510.0,460.0,4.8,779.92,877,6.0,25.2,24.4,780.24,1000,1101.6,1009.8,12.8
,781.54,1714,390.0,500.0,20.7,780.90,1346,16.2,26.4,25.6,781.22,1571,1387.2,1040.4,12.8
,782.50,1958,285.0,525.0,78.9,781.86,1836,10.6,38.0,27.8,782.18,1938,1458.6,1101.6,12.8
,783.46,1061,310.0,495.0,94.4,782.82,1530,0.2,32.2,29.8,783.14,1061,1101.6,1111.8,13.9
,784.42,1142,405.0,480.0,94.4,783.78,1040,10.8,24.6,25.6,784.10,1081,1162.8,1060.8,12.8
,785.38,1244,405.0,495.0,94.4,784.74,1183,13.2,24.2,25.4,785.06,1224,1254.6,1050.6,12.8
,786.34,1387,385.0,505.0,94.4,785.70,1285,12.2,25.2,26.2,786.02,1326,1295.4,1060.8,12.8
,787.30,1469,380.0,505.0,94.4,786.66,1408,11.6,28.6,27.4,786.98,1448,1326.0,1081.2,12.8
,788.26,1632,510.0,535.0,92.8,787.62,1510,12.2,31.2,28.0,787.94,1571,1468.8,1091.4,12.8
,789.22,1795,345.0,535.0,94.4,788.58,1714,18.0,35.6,29.4,788.90,1754,1397.4,1162.8,12.8
,790.18,1836,330.0,530.0,94.4,789.54,1816,9.2,37.0,29.0,789.86,1816,1407.6,1142.4,12.8
,791.14,1856,315.0,520.0,94.4,790.50,1836,8.0,38.2,28.8,790.82,1856,1407.6,1142.4,12.8
,792.10,1877,325.0,530.0,94.4,791.46,1856,8.0,38.6,28.6,791.78,1877,1407.6,1132.2,12.8
,793.06,1918,325.0,530.0,94.4,792.42,1897,8.4,40.2,28.8,792.74,1877,1417.8,1142.4,12.8
,794.02,1938,325.0,535.0,94.4,793.38,1918,8.4,40.6,28.8,793.70,1918,1428.0,1142.4,12.8
,794.98,1958,300.0,535.0,94.4,794.34,1938,8.0,41.6,28.8,794.66,1958,1417.8,1152.6,12.8
,795.94,1918,275.0,520.0,94.4,795.30,1938,6.6,42.0,28.8,795.62,1938,1397.4,1142.4,12.8
,796.90,1877,270.0,520.0,94.4,796.26,1918,4.6,41.0,28.6,796.58,1918,1387.2,1122.0,12.8
,797.86,1795,270.0,515.0,94.4,797.22,1877,4.6,39.2,28.2,797.54,1856,1366.8,1101.6,12.8
,798.82,1754,275.0,505.0,94.4,798.18,1795,4.8,36.8,27.8,798.50,1775,1356.6,1091.4,12.8
,799.78,1693,275.0,515.0,94.4,799.14,1734,5.0,36.2,28.0,799.46,1714,1346.4,1091.4,12.8
,800.76,1652,275.0,505.0,94.4,800.10,1673,5.8,35.2,28.2,800.42,1673,1346.4,1081.2,12.8
,801.72,1632,280.0,515.0,94.4,801.08,1652,5.8,34.8,27.8,801.39,1652,1336.2,1081.2,12.8
,802.67,1632,285.0,505.0,94.4,802.04,1632,6.2,34.2,28.2,802.36,1632,1336.2,1081.2,12.8
,803.64,1632,360.0,515.0,94.4,803.00,1612,6.8,33.8,28.0,803.32,1632,1346.4,1081.2,12.8
,804.60,1816,515.0,535.0,94.4,803.96,1693,14.2,35.2,28.0,804.28,1754,1519.8,1101.6,12.8
,805.55,2060,440.0,585.0,94.4,804.92,1918,19.6,40.4,30.0,805.24,1979,1591.2,1213.8,12.8
,806.51,2224,365.0,595.0,94.4,805.87,2142,15.0,44.2,31.2,806.19,2183,1601.4,1264.8,12.8
,807.48,2326,370.0,595.0,94.4,806.83,2305,10.4,45.2,30.8,807.16,2264,1540.2,1264.8,12.8
,808.43,2183,280.0,590.0,94.4,807.79,2346,10.2,45.6,31.0,808.12,2366,1560.6,1254.6,12.8
,809.39,1571,850.0,570.0,4.8,808.75,1591,4.0,33.6,31.0,809.07,1571,1530.0,1173.0,12.8
,810.35,1754,850.0,640.0,4.8,809.71,1652,36.2,34.4,31.2,810.03,1714,1978.8,1285.2,12.8
,811.32,1877,265.0,600.0,75.7,810.67,1836,37.6,38.4,33.6,810.99,1877,1479.0,1428.0,12.8
,812.29,1795,265.0,525.0,94.4,811.64,1897,0.2,40.2,29.4,811.97,1856,1244.4,1173.0,14.7
,813.25,1571,260.0,505.0,94.4,812.61,1714,0.2,35.8,28.6,812.93,1673,1203.6,1101.6,12.8
,814.22,1367,260.0,500.0,94.4,813.57,1530,0.2,31.8,28.0,813.90,1448,1162.8,1071.0,12.8
,815.19,1244,260.0,485.0,94.4,814.53,1326,0.2,26.0,26.0,814.85,1306,1132.2,1050.6,12.8
,816.15,1244,320.0,495.0,94.4,815.51,1285,4.4,25.0,25.4,815.83,1265,1264.8,1040.4,12.8
,817.11,1265,300.0,490.0,94.4,816.47,1265,8.2,24.2,25.4,816.79,1244,1254.6,1050.6,12.8
,818.07,1244,270.0,490.0,94.4,817.43,1265,8.2,24.4,25.4,817.75,1244,1244.4,1050.6,12.8
,819.03,1224,260.0,485.0,94.4,818.39,1244,5.0,24.0,25.2,818.71,1244,1234.2,1040.4,12.8
,819.99,1163,260.0,480.0,94.4,819.35,1204,0.6,24.0,25.6,819.67,1204,1111.8,1030.2,12.8
,820.95,1142,280.0,475.0,94.4,820.31,1183,0.2,24.2,24.8,820.63,1142,1122.0,1020.0,12.8
,821.91,1204,535.0,490.0,86.5,821.27,1163,14.6,24.2,25.6,821.59,1163,1254.6,1040.4,12.8
,822.87,1306,530.0,505.0,65.3,822.23,1224,19.6,24.0,25.8,822.55,1265,1326.0,1071.0,12.8
,823.83,1428,850.0,530.0,4.8,823.19,1326,18.4,26.0,27.0,823.51,1387,1581.0,1091.4,12.8
,824.79,1591,850.0,585.0,4.8,824.15,1469,48.8,30.4,29.2,824.47,1550,1795.2,1193.4,12.8
,825.75,1816,850.0,650.0,4.8,825.11,1673,48.8,35.0,31.4,825.43,1734,1978.8,1315.8,12.8
,826.71,1897,290.0,575.0,94.4,826.07,1836,15.2,38.4,33.8,826.39,1877,1407.6,1356.6,13.5
,827.67,1510,260.0,555.0,94.4,827.03,1877,1.2,39.4,29.8,827.35,1856,1244.4,1173.0,12.8
,828.63,816,270.0,480.0,94.4,827.99,1040,0.2,24.6,26.4,828.31,857,1071.0,1091.4,15.9
,829.59,775,265.0,455.0,94.4,828.95,775,0.2,25.6,25.6,829.27,796,1071.0,1040.4,13.5
,830.55,775,265.0,450.0,94.4,829.91,775,0.2,25.6,25.0,830.23,775,1071.0,1020.0,12.8
,831.51,775,270.0,460.0,94.4,830.87,775,0.2,25.6,24.6,831.19,775,1071.0,1009.8,12.8
,832.49,775,265.0,445.0,94.4,831.83,775,0.2,25.6,24.8,832.15,775,1081.2,1009.8,12.8
,833.45,775,270.0,460.0,94.4,832.81,775,0.2,25.6,24.6,833.13,775,1081.2,1009.8,12.8
,834.41,775,270.0,450.0,94.4,833.77,775,0.2,25.6,24.8,834.09,775,1071.0,1009.8,12.8
,835.37,775,270.0,450.0,94.4,834.73,775,0.2,25.6,24.8,835.05,775,1081.2,1009.8,12.8
,836.33,775,275.0,445.0,94.4,835.69,755,0.2,25.6,24.8,836.01,775,1081.2,999.6,12.8
,837.29,755,275.0,460.0,94.4,836.65,755,0.2,25.6,25.0,836.97,775,1081.2,1009.8,12.8
,838.25,775,275.0,450.0,94.4,837.61,775,0.2,25.6,24.2,837.93,775,1081.2,999.6,12.8
,839.21,775,270.0,450.0,94.4,838.57,775,0.2,25.6,24.8,838.89,775,1081.2,1009.8,12.8
,840.17,775,275.0,460.0,94.4,839.53,775,0.2,25.6,24.4,839.85,775,1081.2,1009.8,12.8
,841.13,775,275.0,445.0,94.4,840.49,775,0.2,25.6,24.8,840.81,775,1081.2,999.6,12.8
,842.09,775,275.0,440.0,94.4,841.45,775,0.2,25.6,24.8,841.77,775,1081.2,999.6,12.8
,843.05,775,275.0,455.0,94.4,842.41,775,0.2,25.6,24.4,842.73,775,1081.2,999.6,12.8
,844.01,775,275.0,450.0,94.4,843.37,775,0.2,25.6,24.8,843.69,775,1081.2,1009.8,12.8
,844.97,775,270.0,445.0,94.4,844.33,775,0.2,25.6,25.2,844.65,775,1081.2,999.6,12.8
,845.93,775,275.0,455.0,94.4,845.29,775,0.2,25.6,25.2,845.61,775,1081.2,999.6,12.8
,846.89,775,275.0,450.0,94.4,846.25,775,0.2,25.6,25.2,846.57,775,1081.2,1009.8,12.8
,847.85,775,275.0,460.0,94.4,847.21,775,0.2,25.6,24.6,847.53,775,1081.2,1009.8,12.8
,848.81,775,275.0,445.0,94.4,848.16,775,0.2,25.6,24.8,848.49,775,1081.2,1009.8,12.8
,849.77,775,275.0,445.0,94.4,849.13,775,0.2,25.6,24.8,849.45,775,1081.2,1009.8,12.8
,850.73,775,275.0,445.0,94.4,850.09,775,0.2,25.6,24.4,850.41,775,1071.0,1009.8,12.8
,851.69,775,275.0,450.0,94.4,851.05,775,0.2,25.6,24.8,851.37,775,1081.2,999.6,12.8
,852.65,775,275.0,460.0,94.4,852.01,775,0.2,25.6,24.6,852.33,775,1081.2,1009.8,12.8
,853.61,775,275.0,450.0,94.4,852.96,775,0.2,25.6,25.4,853.29,775,1081.2,999.6,12.8
,854.57,755,275.0,445.0,94.4,853.93,775,0.2,25.6,24.6,854.25,775,1081.2,1009.8,12.8
,855.53,775,275.0,460.0,94.4,854.89,775,0.2,25.6,24.8,855.21,775,1081.2,999.6,12.8
,856.49,775,275.0,450.0,94.4,855.85,775,0.2,25.6,25.0,856.16,775,1081.2,999.6,12.8
,857.45,775,275.0,445.0,94.4,856.81,775,0.2,25.6,25.2,857.13,775,1081.2,999.6,12.8
,858.41,775,270.0,450.0,94.4,857.76,775,0.2,25.6,24.8,858.09,775,1081.2,1009.8,12.8
,859.36,775,275.0,450.0,94.4,858.73,775,0.2,25.6,24.8,859.05,775,1081.2,1009.8,12.8
,860.33,775,275.0,450.0,94.4,859.69,775,0.2,25.6,24.6,860.01,775,1081.2,1009.8,12.8
,861.29,775,275.0,445.0,94.4,860.65,775,0.2,25.6,25.0,860.96,775,1081.2,999.6,12.8
,862.25,775,275.0,455.0,94.4,861.61,775,0.2,25.6,25.0,861.93,775,1081.2,999.6,12.8
,863.21,775,270.0,450.0,94.4,862.56,775,0.2,25.6,24.4,862.89,775,1081.2,1009.8,12.8
,864.16,775,270.0,455.0,94.4,863.53,775,0.2,25.6,24.2,863.85,775,1081.2,1009.8,12.8
,865.12,775,265.0,445.0,94.4,864.49,775,0.2,25.6,25.0,864.80,775,1081.2,1009.8,12.8
,866.09,775,270.0,445.0,94.4,865.45,775,0.2,25.6,24.4,865.76,775,1081.2,999.6,12.8
,867.05,775,275.0,450.0,94.4,866.41,775,0.2,25.6,25.2,866.73,775,1081.2,1009.8,12.8
,868.00,775,270.0,455.0,94.4,867.36,775,0.2,25.6,25.0,867.69,775,1081.2,1009.8,12.8
,868.96,775,270.0,455.0,94.4,868.32,775,0.2,25.6,25.4,868.64,775,1081.2,1009.8,12.8
,869.93,775,275.0,455.0,94.4,869.29,775,0.2,25.6,25.0,869.60,775,1081.2,999.6,12.8
,870.88,775,275.0,455.0,94.4,870.25,775,0.2,25.6,24.4,870.57,775,1081.2,1009.8,12.8
,871.85,775,275.0,455.0,94.4,871.21,775,0.2,25.6,25.0,871.52,775,1081.2,1009.8,12.8
,872.80,775,275.0,450.0,94.4,872.16,755,0.2,25.6,25.2,872.48,775,1081.2,1009.8,12.8
,873.76,877,320.0,465.0,94.4,873.12,775,0.2,25.6,25.2,873.44,775,1081.2,999.6,12.8
,874.72,816,425.0,465.0,94.4,874.08,857,8.0,25.4,24.2,874.40,857,1111.8,1009.8,12.8
,875.68,1000,405.0,460.0,94.4,875.04,816,8.4,25.4,25.0,875.36,836,1111.8,1020.0,12.8
,876.64,877,265.0,470.0,94.4,876.01,1163,15.0,24.2,24.8,876.32,1265,1122.0,1020.0,12.8
,877.61,1285,285.0,445.0,94.4,876.96,836,0.2,25.4,25.0,877.29,796,1091.4,1020.0,12.8
,878.57,1550,480.0,480.0,93.6,877.93,1224,7.6,24.0,26.2,878.25,1448,1336.2,1020.0,12.8
,879.53,1693,260.0,540.0,94.4,878.89,1795,15.4,36.6,27.4,879.21,1836,1387.2,1091.4,12.8
,880.48,816,280.0,465.0,94.4,879.84,1204,0.2,24.0,27.0,880.16,836,1081.2,1081.2,14.7
,881.44,1000,265.0,480.0,94.4,880.80,918,4.2,25.0,25.4,881.12,1000,1071.0,1030.2,12.8
,882.40,1000,265.0,475.0,94.4,881.77,1000,6.8,24.8,24.8,882.08,1020,1101.6,1020.0,12.8
,883.36,918,260.0,465.0,94.4,882.72,1000,1.8,24.8,24.2,883.04,959,1060.8,1020.0,12.8
,884.32,796,260.0,465.0,94.4,883.68,877,0.2,25.2,24.8,884.00,836,1060.8,1009.8,12.8
,885.28,796,430.0,455.0,94.4,884.65,796,6.6,25.6,24.6,884.96,836,1081.2,1009.8,12.8
,886.24,1020,595.0,470.0,4.8,885.60,836,19.2,25.4,25.0,885.93,898,1132.2,1020.0,12.8
,887.20,1306,555.0,500.0,4.8,886.56,1102,21.0,24.4,25.2,886.88,1204,1295.4,1040.4,12.8
,888.16,1632,595.0,540.0,4.8,887.52,1408,20.6,28.4,27.0,887.84,1530,1509.6,1091.4,12.8
,889.12,2101,850.0,635.0,4.8,888.48,1775,24.6,36.6,29.6,888.80,1938,1978.8,1224.0,12.8
,890.08,2713,825.0,830.0,4.8,889.44,2305,47.4,45.2,37.8,889.76,2509,1978.8,1601.4,12.8
,891.04,1367,260.0,590.0,94.0,890.40,2611,4.2,46.8,41.6,890.73,1938,1254.6,1540.2,42.6
,892.00,775,265.0,470.0,94.4,891.36,959,0.2,25.0,26.6,891.68,775,1081.2,1152.6,57.8
